word,count
"<coach,pistol>",1

"<coach,pistons,>",3

"<coach,pistons:>",20

"<coach,pitino'>",4

"<coach,pitino.>",7

"<coach,place,>",17

"<coach,plan>",58

"<coach,planned,>",1

"<coach,play.'>",9

"<coach,played,>",13

"<coach,player,>",36

"<coach,players'>",13

"<coach,players.>",30

"<coach,playmak>",5

"<coach,playoff>",169

"<coach,plea,>",7

"<coach,plead>",41

"<coach,pleasur>",3

"<coach,pocket>",4

"<coach,pois>",4

"<coach,pond>",8

"<coach,poorer>",1

"<coach,popular,>",1

"<coach,portal,>",6

"<coach,portion>",14

"<coach,porzingis.>",1

"<coach,position,>",6

"<coach,possess>",30

"<coach,possessions).>",9

"<coach,possessions,>",2

"<coach,post.>",11

"<coach,postmedia>",2

"<coach,pour>",22

"<coach,power.>",9

"<coach,pr,>",14

"<coach,prayer,>",1

"<coach,preseason,>",9

"<coach,press>",31

"<coach,previou>",54

"<coach,prioriti>",6

"<coach,problem>",47

"<coach,professor>",10

"<coach,programs.>",8

"<coach,project>",29

"<coach,prolif>",20

"<coach,proportions.>",4

"<coach,prostitutes;>",14

"<coach,protector>",3

"<coach,prudent>",1

"<coach,pull>",118

"<coach,puls>",2

"<coach,push.>",7

"<coach,putin,>",1

"<coach,quad>",3

"<coach,quadricep>",3

"<coach,qualities,>",1

"<coach,quarter.>",157

"<coach,quarter>",179

"<coach,quarterback>",1

"<coach,quarters.>",8

"<coach,questions.>",4

"<coach,quick-scor>",3

"<coach,rack>",5

"<coach,rain>",3

"<coach,rallied.>",3

"<coach,range,>",28

"<coach,rap>",14

"<coach,ratings.>",7

"<coach,ratio>",1

"<coach,raw>",2

"<coach,readi>",92

"<coach,real.>",8

"<coach,realiti>",8

"<coach,really?>",14

"<coach,received.>",4

"<coach,reception.>",2

"<coach,record-wis>",3

"<coach,record.>",46

"<coach,recruiter.>",6

"<coach,red>",92

"<coach,reflect>",5

"<coach,regardless>",4

